label,text,cleaned_text
0.0,Vergewaltigung: Polizei nimmt 19-jährigen Schüler fest (Ganz unten im Text steht dann: 'Der 19-jährige Afghane wurde noch am Montag dem Ermittlungsrichter beim Amtsgericht Augsburg vorgeführt.') https://t.co/cMhgYwvDg3,Vergewaltigung: Polizei nimmt 19-jährigen Schüler fest (Ganz unten im Text steht dann: 'Der 19-jährige Afghane wurde noch am Montag dem Ermittlungsrichter beim Amtsgericht Augsburg vorgeführt.') URL
2.0,"""Du bist nackt an einen Baum gefesselt. Eine fette Qualle wird dich schlagen. Du rechnest damit, dass der dicke Mann dir das Geschlechtsteil in Fetzen peitscht. Jetzt gibt es keine Pause mehr für Steffie. Du schreist und brüllst und heulst verzweifelt, als das harte Leder zielsicher sein Ziel zwischen deinen Schenkeln trifft. Tatsächlich hört der Brutalo nach 10 Schlägen auf und betrachtet sein Werk. Steffis Scheide ist ein blutendes Stück Fleisch geworden, die wulstigen äußeren Schamlippen sind teilweise aufgerissen und einige Hautfetzen liegen zwischen den weit gespreizten Beinen der Gefolterten am Boden. Auch jetzt noch keuchst und wimmerst du, als der Unhold nach einem Taschentuch und einer Flasche Schnaps verlangt. Genüsslich tränkt er das Tuch mit Alkohol und drückt es auf deine blutenden Wunden. Mit aller Macht dringt der brennende Schmerz jetzt tief in in deine Fotze ein. Ein wahnsinniger Schrei kommt aus den Tiefen deiner alten Kehle, bevor du matt und ohnmächtig in dich zusammenfällst. Die Fotze ist ein für allemal geschunden.""","""Du bist nackt an einen Baum gefesselt. Eine fette Qualle wird dich schlagen. Du rechnest damit, dass der dicke Mann dir das Geschlechtsteil in Fetzen peitscht. Jetzt gibt es keine Pause mehr für Steffie. Du schreist und brüllst und heulst verzweifelt, als das harte Leder zielsicher sein Ziel zwischen deinen Schenkeln trifft. Tatsächlich hört der Brutalo nach 10 Schlägen auf und betrachtet sein Werk. Steffis Scheide ist ein blutendes Stück Fleisch geworden, die wulstigen äußeren Schamlippen sind teilweise aufgerissen und einige Hautfetzen liegen zwischen den weit gespreizten Beinen der Gefolterten am Boden. Auch jetzt noch keuchst und wimmerst du, als der Unhold nach einem Taschentuch und einer Flasche Schnaps verlangt. Genüsslich tränkt er das Tuch mit Alkohol und drückt es auf deine blutenden Wunden. Mit aller Macht dringt der brennende Schmerz jetzt tief in in deine Fotze ein. Ein wahnsinniger Schrei kommt aus den Tiefen deiner alten Kehle, bevor du matt und ohnmächtig in dich zusammenfällst. Die Fotze ist ein für allemal geschunden."""
0.0,"Aha.
Vielen Dank für die Stimmen.
#Shadowban trifft also zu.
Naja.
Interessant wars aber.",Aha. Vielen Dank für die Stimmen. #Shadowban trifft also zu. Naja. Interessant wars aber.
0.0,"Eine Richterin mit Kopftuch erweckt in mir das gleiche Vertrauen zur Rechtsprechung,wie ein Richter mit Wehrmachtshelm. #Unbefangenheit","Eine Richterin mit Kopftuch erweckt in mir das gleiche Vertrauen zur Rechtsprechung,wie ein Richter mit Wehrmachtshelm. #Unbefangenheit"
0.0,"RT @name: Bisher unbekanntes Film-Material zur Kölner Silvesternacht zeigt Versagen von Polizei, Politik und Justiz #koelnhbf http://","RT @USER: Bisher unbekanntes Film-Material zur Kölner Silvesternacht zeigt Versagen von Polizei, Politik und Justiz #koelnhbf URL"
0.0,"RT @name: Twitter hat angekündigt, sich ab morgen extra sorgfältig von wrongthink zu reinigen. Für den Fall, dass es auch mich hier erwischt: http://","RT @USER: Twitter hat angekündigt, sich ab morgen extra sorgfältig von wrongthink zu reinigen. Für den Fall, dass es auch mich hier erwischt: URL"
0.0,@Hartes_Geld @AndreaSchlegel3 Wenn man recht hat... hat man recht.,@USER @USER Wenn man recht hat... hat man recht.
0.0,@name @name Man kann doch sehr gut sehen dass diese Person geistesgestört ist und in ärztlicher Obhut gehört 😲😲😲,@USER @USER Man kann doch sehr gut sehen dass diese Person geistesgestört ist und in ärztlicher Obhut gehört 😲😲😲
0.0,@name STIMMT !!!,@USER STIMMT !!!
0.0,"RT @name: Mich wundert es, dass auf die unendlich dümmlichen Outputs dieser Dame überhaupt  noch irgendjemand reagiert - sie klammert sich doch damit von jeglicher Intelligenz aus.... http://","RT @USER: Mich wundert es, dass auf die unendlich dümmlichen Outputs dieser Dame überhaupt noch irgendjemand reagiert - sie klammert sich doch damit von jeglicher Intelligenz aus.... URL"
0.0,"RT @name: Thomas de Maizière ist der Ansicht dass Tausende von € Ausreiseprämie an Migranten „im Sinne des Steuerzahlers“ sei und lobt das Vorgehen. Er glaubt nicht, dass bei Grenzen offen wie ein Scheunentor eine erneute Rückkehr erfolgt. http://","RT @USER: Thomas de Maizière ist der Ansicht dass Tausende von € Ausreiseprämie an Migranten „im Sinne des Steuerzahlers“ sei und lobt das Vorgehen. Er glaubt nicht, dass bei Grenzen offen wie ein Scheunentor eine erneute Rückkehr erfolgt. URL"
0.0,"@name , hab alles gesehen!","@USER , hab alles gesehen!"
0.0,DAS IST EIN WITZ- WAS HABEN DIE FÜR EIN ELTERNHAUS??? http://,DAS IST EIN WITZ- WAS HABEN DIE FÜR EIN ELTERNHAUS??? URL
0.0,"Wenn Negerkinder Kobalt schürfen  Und #Grüne grinsend Grüntee schlürfen  Wenn E-Busse beim Laden stehn  Fahrgäste in die Röhre sehn  Dann wissen alle, die nicht dumm  Wir sind im #Reichhauptstadtslum.  https://t.co/FaAe5teAcE","Wenn Negerkinder Kobalt schürfen Und #Grüne grinsend Grüntee schlürfen Wenn E-Busse beim Laden stehn Fahrgäste in die Röhre sehn Dann wissen alle, die nicht dumm Wir sind im #Reichhauptstadtslum. URL"
0.0,RT @name: Und wer entschädigt die arme Sau?! http://,RT @USER: Und wer entschädigt die arme Sau?! URL
0.0,"@name Kommt darauf, wer sie benutzt und in welchem semantischen Kontext.","@USER Kommt darauf, wer sie benutzt und in welchem semantischen Kontext."
0.0,"@DerBrainfucker @Martin_Sellner Westernhagen empfiehlt Kokainkonsum, um nicht AfD zu wählen, Beck empfiehlt Crystal, ich empfehle, Menschen mit drogenbedingten Hirnschäden unter Betreuung zu stellen, um die Öffentlichkeit vor deren totalitären Ideen zu bewahren.","@USER @USER Westernhagen empfiehlt Kokainkonsum, um nicht AfD zu wählen, Beck empfiehlt Crystal, ich empfehle, Menschen mit drogenbedingten Hirnschäden unter Betreuung zu stellen, um die Öffentlichkeit vor deren totalitären Ideen zu bewahren."
0.0,RT @name: #Hamburg Beim Mord an der erstochenen Studentin (26) waren Zielfahnder erfolgreich und nahmen einen Inder (32) fest. Es wurde ein Haftbefehl wegen Totschlag erlassen. http://,RT @USER: #Hamburg Beim Mord an der erstochenen Studentin (26) waren Zielfahnder erfolgreich und nahmen einen Inder (32) fest. Es wurde ein Haftbefehl wegen Totschlag erlassen. URL
0.0,"@name @MartinSchulz Aber ""Kunst"" vor dem Haus eines AfD-Politikers und dessen ""Überwachung"" und Bedrohung geht klar.
Ist ja genau mein Humor.
Hallo Bundesregierung, wissen sie, wann der Zug in Richtung Hölle geht?
Nein?
Jetzt!
Steigen sie bitte alle ein!","@USER @USER Aber ""Kunst"" vor dem Haus eines AfD-Politikers und dessen ""Überwachung"" und Bedrohung geht klar. Ist ja genau mein Humor. Hallo Bundesregierung, wissen sie, wann der Zug in Richtung Hölle geht? Nein? Jetzt! Steigen sie bitte alle ein!"
0.0,"RT @name: Die Freiheit des Menschen liegt nicht darin, dass er tun kann, was er will, sondern, dass er nicht tun muss, was er nicht will.

Jean-Jacques Rousseau","RT @USER: Die Freiheit des Menschen liegt nicht darin, dass er tun kann, was er will, sondern, dass er nicht tun muss, was er nicht will. Jean-Jacques Rousseau"
0.0,"RT @name: Hallo Herr @name
Frustriert es Sie nicht, in Ihrem Alter nur noch eine Marionette im #Merkel-System zu sein? Wo bleibt Ihr Stolz? ?? @news","RT @USER: Hallo Herr @USER Frustriert es Sie nicht, in Ihrem Alter nur noch eine Marionette im #Merkel-System zu sein? Wo bleibt Ihr Stolz? ?? @USER"
0.0,@name Ich verstehe diesen Faden nicht,@USER Ich verstehe diesen Faden nicht
0.0,RT @name: Frau Kelle legt exakt den Finger in die Wunde! Die Volksverarschung muss endlich aufhören. Handeln statt Reden ist gefordert! 👍👍👍 http://,RT @USER: Frau Kelle legt exakt den Finger in die Wunde! Die Volksverarschung muss endlich aufhören. Handeln statt Reden ist gefordert! 👍👍👍 URL
1.0,"@name Ich gehe davon aus, dass all das nicht versehentlich in die Berichterstattung der Staatssender @name  und @news gerät, man will ja nicht den Falschen in die Hände spielen 🖕🏻","@USER Ich gehe davon aus, dass all das nicht versehentlich in die Berichterstattung der Staatssender @USER und @USER gerät, man will ja nicht den Falschen in die Hände spielen 🖕🏻"
0.0,"@name Es ist völlig nutzlos, um den Dialog zwischen den polarisierten Lagern zu befördern, zumal er selber verkappte Partei ist (das wird allein der Wortwahl des Vorworts deutlich, im Ausschluß des ""Essentialismus"" aus der Debatte, überhaupt in der Fixierung auf Debattenmodelle)...","@USER Es ist völlig nutzlos, um den Dialog zwischen den polarisierten Lagern zu befördern, zumal er selber verkappte Partei ist (das wird allein der Wortwahl des Vorworts deutlich, im Ausschluß des ""Essentialismus"" aus der Debatte, überhaupt in der Fixierung auf Debattenmodelle)..."
0.0,@name immer so bis  4 5 uhr habe westliche serien geschaut happy tree friends und dann sowas mit wrestling auf mtv alles auf english mit herzklopfen das baba kommt und mich schlägt hahahahh,@USER immer so bis 4 5 uhr habe westliche serien geschaut happy tree friends und dann sowas mit wrestling auf mtv alles auf english mit herzklopfen das baba kommt und mich schlägt hahahahh
2.0,"@worldwideto darf gerne geblockt werden, diese verdammte Meldedrecksau.  #HetzlichenDank","@USER darf gerne geblockt werden, diese verdammte Meldedrecksau. #HetzlichenDank"
0.0,"RT @name: +++ Stellenangebot +++
Die Bundesgeschäftsstelle der Alternative für Deutschland (#AfD) sucht zum nächstmöglichen Zeitpunkt einen:
➡️ Pressesprecher (m/w)
ℹ️ http:// http://",RT @USER: +++ Stellenangebot +++ Die Bundesgeschäftsstelle der Alternative für Deutschland (#AfD) sucht zum nächstmöglichen Zeitpunkt einen: ➡️ Pressesprecher (m/w) ℹ️ URL URL
0.0,"RT @name: @MartinSchulz Heuchler! Hättet ihr #SPD nicht alles dafür getan, dass diese Schweine-Islamisten nach Deutschland einreisen und sich bis heute hier einnisten können (wieviele ""Gefährder"" sind euch noch mal bekannt?!), hätten alle Toten noch leben und alle Verletzten gesund sein können! #AfD !","RT @USER: @USER Heuchler! Hättet ihr #SPD nicht alles dafür getan, dass diese Schweine-Islamisten nach Deutschland einreisen und sich bis heute hier einnisten können (wieviele ""Gefährder"" sind euch noch mal bekannt?!), hätten alle Toten noch leben und alle Verletzten gesund sein können! #AfD !"
0.0,"""Wow, jetzt werden die Schwerbehinderten bemüht. Das Grundgesetz macht explizit für Behinderte eine Ausnahme. Vielleicht sollte man ins Grundgesetz schreiben: """"Schwerbehinderte und Frauen.."""" Ihr werft - ohne auch nur das geringste Bedenken - Die Grundlage über Bord, auf der ihr eure Forderungen stellt. Ich kann euren Gerechtigkeitsbegriff nicht ernst nehmen. Eure vorgebliche Forderung nach Aufhebung der Rollenzuschreibungen auch nicht - Ihr schreit ja ständig nach Frauenbeschützen durch Pappi Staat. Ach, ihr Hascherl..""","""Wow, jetzt werden die Schwerbehinderten bemüht. Das Grundgesetz macht explizit für Behinderte eine Ausnahme. Vielleicht sollte man ins Grundgesetz schreiben: """"Schwerbehinderte und Frauen.."""" Ihr werft - ohne auch nur das geringste Bedenken - Die Grundlage über Bord, auf der ihr eure Forderungen stellt. Ich kann euren Gerechtigkeitsbegriff nicht ernst nehmen. Eure vorgebliche Forderung nach Aufhebung der Rollenzuschreibungen auch nicht - Ihr schreit ja ständig nach Frauenbeschützen durch Pappi Staat. Ach, ihr Hascherl.."""
0.0,"RT @name: #Tatort Es fehlt nur noch, dass Frau Wörner und Herr Maas  bei solchen manipulativen Tatorten selber mitspielen. Und wir Trottel müssen sowas durch die Zwangs Abgabe mitfinanzieren.","RT @USER: #Tatort Es fehlt nur noch, dass Frau Wörner und Herr Maas bei solchen manipulativen Tatorten selber mitspielen. Und wir Trottel müssen sowas durch die Zwangs Abgabe mitfinanzieren."
2.0,"""RICHTIG SO – DIE WOLLEN DAS NICHT ANDERS. SOLLEN DIE MAL FLENNEN, VORHER RIESEN SCHANDMAUL AM LEIB, DIE NUTTEN IN DIESEM LAND. ICH FINDS GEIL WENN DIE MAL EINER WEG FÄNGT UND NUDELT :D DEUTSCHE FRAUEN WERDEN EINST WIEDER WISSEN WER HIER DER KERL IST! MIT ALLEN ERFODERLICHEN MITTELN VON MIR AUS. SCHLIMMER ALS BRD NUTTEN KANN SICH NE FRAU NICHT VERHALTEN. UNTREU, SCHLAMPIG UND WEIß DER TEUFEL WAS NOCH ALLES. IMMER BRECHT DENEN DEN WILLEN!! DAS BRAUCHEN DIE! ZUR ZUKUNFT UNSERER KINDER BRAUCHEN DIE DAS. SIE MÜSSEN DAS AM EIGNEN LEIB SPÜREN DIESE NUTTEN!""","""RICHTIG SO – DIE WOLLEN DAS NICHT ANDERS. SOLLEN DIE MAL FLENNEN, VORHER RIESEN SCHANDMAUL AM LEIB, DIE NUTTEN IN DIESEM LAND. ICH FINDS GEIL WENN DIE MAL EINER WEG FÄNGT UND NUDELT :D DEUTSCHE FRAUEN WERDEN EINST WIEDER WISSEN WER HIER DER KERL IST! MIT ALLEN ERFODERLICHEN MITTELN VON MIR AUS. SCHLIMMER ALS BRD NUTTEN KANN SICH NE FRAU NICHT VERHALTEN. UNTREU, SCHLAMPIG UND WEIß DER TEUFEL WAS NOCH ALLES. IMMER BRECHT DENEN DEN WILLEN!! DAS BRAUCHEN DIE! ZUR ZUKUNFT UNSERER KINDER BRAUCHEN DIE DAS. SIE MÜSSEN DAS AM EIGNEN LEIB SPÜREN DIESE NUTTEN!"""
0.0,@name Fühle,@USER Fühle
0.0,Löschen Sie sich einfach! http://,Löschen Sie sich einfach! URL
0.0,"RT @name: “Das, was früher der Nationalsozialismus war, das ist heute der Islamismus.“ http://","RT @USER: “Das, was früher der Nationalsozialismus war, das ist heute der Islamismus.“ URL"
0.0,"Dann tut noch mal eure Meinung RICHTIG kunt, bevor Euch der Maulkorb verabreicht wird!! http://","Dann tut noch mal eure Meinung RICHTIG kunt, bevor Euch der Maulkorb verabreicht wird!! URL"
0.0,"@name Hätte vor einen Jahr der Opfer mal mehr bedenken sollen.... nun, da die Umfragewerte & das Vertrauen bei den 🇩🇪Bürgern immer mehr schwindet macht Sie ein auf fürsorgliche Kanzlerin! Na ja, wer drauf reinfällt....","@USER Hätte vor einen Jahr der Opfer mal mehr bedenken sollen.... nun, da die Umfragewerte & das Vertrauen bei den 🇩🇪Bürgern immer mehr schwindet macht Sie ein auf fürsorgliche Kanzlerin! Na ja, wer drauf reinfällt...."
1.0,RT @name: @name Vulgär : man kann kotzen bei dieser Mohammedanischenscheiße. Und wenn irgendwelche ****** das noch unter dem Deckmantel der Toleranz verstecken...,RT @USER: @USER Vulgär : man kann kotzen bei dieser Mohammedanischenscheiße. Und wenn irgendwelche ****** das noch unter dem Deckmantel der Toleranz verstecken...
0.0,"@name Würde es nicht passen, wir würden sie abwählen.","@USER Würde es nicht passen, wir würden sie abwählen."
0.0,@name UNFASSBAR----UNFASSBAR------WO SIND WIR ANGEKOMMEN?,@USER UNFASSBAR----UNFASSBAR------WO SIND WIR ANGEKOMMEN?
0.0,Wen konnte ich heute schon beleidigen?,Wen konnte ich heute schon beleidigen?
0.0,"RT @name: Sie zerkratzen mein Lack aber niemals mein Ego!💁🏻‍♀️

-Melissa, 16, Selbstwertgefühl wie 600€ VW Polo von MobileDe","RT @USER: Sie zerkratzen mein Lack aber niemals mein Ego!💁🏻‍♀️ -Melissa, 16, Selbstwertgefühl wie 600€ VW Polo von MobileDe"
0.0,"Vielleicht Arbeiten die #CDU #SPD #FDP usw nach ihre Gehalts Erhöhung besser!

Klassenbuch verbrannt, Türen eingetreten, Prügeleien – Lehrer fordern Reaktionen der Politiker!
#Europa #AfD #Deutschland #Sicherheit #Europa #Merkel #MerkelmussWeg #Asyl http://","Vielleicht Arbeiten die #CDU #SPD #FDP usw nach ihre Gehalts Erhöhung besser! Klassenbuch verbrannt, Türen eingetreten, Prügeleien – Lehrer fordern Reaktionen der Politiker! #Europa #AfD #Deutschland #Sicherheit #Europa #Merkel #MerkelmussWeg #Asyl URL"
1.0,wie viele Adventswochenenden soll ich noch warten? Wann fackelt Rainers Bude endlich ab? #3advent,wie viele Adventswochenenden soll ich noch warten? Wann fackelt Rainers Bude endlich ab? #3advent
0.0,@name Verschone mich bitte mit jeglicher Art von Religion. Ich sagte es Dir schon mehrmals.,@USER Verschone mich bitte mit jeglicher Art von Religion. Ich sagte es Dir schon mehrmals.
0.0,"@DPolGBund Hier muss man auch fragen, ob eine Staatssekretärin @SawsanChebli noch auf dem Boden des Grundgesetzes steht, wenn sie die polizeilichen Pflichten derart herabwürdigt und die Beamten beleidigt. @AuswaertigesAmt #SPD #Bundestag #soisset #Köln","@USER Hier muss man auch fragen, ob eine Staatssekretärin @USER noch auf dem Boden des Grundgesetzes steht, wenn sie die polizeilichen Pflichten derart herabwürdigt und die Beamten beleidigt. @USER #SPD #Bundestag #soisset #Köln"
0.0,"RT @name: Nennt mich nostalgisch, aber es waren bessere Zeiten, als es noch für einen Skandal gesorgt hätte, dass die @news den designierten österreichischen Bundeskanzler @name in die Hitler-Jugend einordnen. Wir sollten solche Propaganda nie als »normal« akzeptieren. http://","RT @USER: Nennt mich nostalgisch, aber es waren bessere Zeiten, als es noch für einen Skandal gesorgt hätte, dass die @USER den designierten österreichischen Bundeskanzler @USER in die Hitler-Jugend einordnen. Wir sollten solche Propaganda nie als »normal« akzeptieren. URL"
0.0,"@name Ja,heute. Das haben Sie richtig erkannt.😅","@USER Ja,heute. Das haben Sie richtig erkannt.😅"
0.0,"@name @name Aha, Oberlercher? Zustimmung zum ersten Teil, ob das ""die höchste Form diesseitiger Gemeinschaft unter den Menschen"" ist, sei dahingestellt, und hängt wohl auch vom konkreten Volk ab.","@USER @USER Aha, Oberlercher? Zustimmung zum ersten Teil, ob das ""die höchste Form diesseitiger Gemeinschaft unter den Menschen"" ist, sei dahingestellt, und hängt wohl auch vom konkreten Volk ab."
0.0,RT @name: Naaaa wer möchte eine Nacht mit mir verbringen.....😂....auf Arbeit natürlich.....,RT @USER: Naaaa wer möchte eine Nacht mit mir verbringen.....😂....auf Arbeit natürlich.....
1.0,"@name Von getarnt kann man in diesem Zusammenhang kaum sprechen. Es ist vielmehr Ausdruck dafür, dass die Fernsehschaffenden den Zuschauer für genau so einfältig und dumm halten wie sich selbst. @name #tatort 🖕🏿🖕🏻🖕","@USER Von getarnt kann man in diesem Zusammenhang kaum sprechen. Es ist vielmehr Ausdruck dafür, dass die Fernsehschaffenden den Zuschauer für genau so einfältig und dumm halten wie sich selbst. @USER #tatort 🖕🏿🖕🏻🖕"
0.0,"@name @news Und wen interessiert das noch?
Es ist mir furzegal, was die Sendeanstalten aus Hamburg und Mainz tun, oder nicht.","@USER @USER Und wen interessiert das noch? Es ist mir furzegal, was die Sendeanstalten aus Hamburg und Mainz tun, oder nicht."
1.0,RT @name: als ich klein war wollte ich das rote powerpuff girl in arsch ficken,RT @USER: als ich klein war wollte ich das rote powerpuff girl in arsch ficken
